piso_id,m2_edificados,m2_útiles,n_habitaciones,n_baños,planta,precio_alquiler,precio_zona,necesita_reforma,nueva_construcción,año_construción,ascensor,exterior,aparcamiento,precio_aparcamiento,orientación,precio
5563,82.0,,3,1,3,1024.0,2866,0,0,,1,1,0,,este,235000
5564,252.0,,2,3,3,0.0,7242,0,0,1918.0,1,1,0,,oeste,1825000
5565,130.0,,3,2,6,2313.0,6069,0,0,,1,1,1,0.0,desconocido,789000
5566,92.0,70.0,3,2,6,,3967,0,0,,1,1,0,,desconocido,365000
5567,109.0,,3,2,-1,1525.0,4017,1,0,1955.0,1,0,0,,este,437800
5568,78.0,75.0,3,1,3,,2051,1,0,,0,1,0,,este,160000
5569,128.0,,3,2,3,1943.0,4844,0,0,,1,1,1,0.0,desconocido,620000
5570,112.0,,1,1,3,2170.0,6429,0,0,,1,1,0,,oeste,720000
5571,80.0,78.0,3,1,2,901.0,2438,0,0,1960.0,1,1,0,,este,195000
5572,170.0,,3,3,1,,5118,0,0,,1,1,1,0.0,este,870000
5573,75.0,,1,2,-1,1225.0,4133,0,0,,0,1,0,,desconocido,310000
5574,129.0,,3,2,7,1962.0,4868,0,0,,1,1,1,0.0,desconocido,628000
5575,251.0,,5,4,2,2361.0,4363,0,0,,1,1,0,,oeste,1095000
5576,67.0,65.0,2,1,-1,,1791,1,0,1965.0,0,1,0,,este,120000
5577,106.0,,3,2,1,,2396,0,1,,1,1,1,0.0,desconocido,254000
5578,73.0,63.0,1,1,1,728.0,2000,0,0,,1,1,0,,desconocido,146000
5579,48.0,,1,1,-1,901.0,4062,0,0,,1,1,0,,desconocido,195000
5580,130.0,118.0,3,2,5,1496.0,3269,1,0,,1,1,0,,este,425000
5581,312.0,,4,5,2,0.0,7051,0,0,,1,1,1,75000.0,desconocido,2200000
5582,115.0,,4,2,1,1978.0,5522,0,0,,1,1,1,65000.0,oeste,635000
5583,60.0,58.0,2,1,1,758.0,2567,0,0,1960.0,0,0,0,,norte,154000
5584,153.0,,3,3,2,2192.0,4771,0,0,,1,1,0,,desconocido,730000
5585,94.0,,2,2,1,1067.0,2660,0,1,,1,1,1,0.0,desconocido,250000
5586,143.0,87.0,2,2,5,,3147,0,0,,1,1,1,50000.0,desconocido,450000
5587,177.0,,3,2,1,2428.0,4842,0,0,,1,0,1,0.0,este,857000
5588,80.0,,2,2,1,,5125,0,0,2011.0,1,1,1,0.0,desconocido,410000
5589,115.0,98.0,3,2,2,,5383,0,0,1997.0,1,1,1,0.0,sur,619000
5590,63.0,,2,1,-1,682.0,2127,0,0,,0,1,0,,sur,134000
5591,68.0,64.0,3,2,1,810.0,2475,1,0,1970.0,0,1,0,,desconocido,168300
5592,43.0,39.0,1,1,4,694.0,3186,0,0,1975.0,0,1,0,,oeste,137000
5593,279.0,,8,3,4,0.0,5376,1,0,1958.0,1,1,0,,desconocido,1500000
5594,57.0,50.0,1,1,-1,1035.0,4193,0,0,,1,1,0,,sur,239000
5595,70.0,,2,1,2,,2857,0,0,2005.0,1,1,1,0.0,desconocido,200000
5596,140.0,139.0,3,2,7,1920.0,4357,0,0,,1,0,0,,sur,610000
5597,114.0,,3,2,1,1655.0,4342,0,0,,1,1,0,,desconocido,495000
5598,114.0,85.0,3,2,2,1080.0,2234,0,1,,1,1,0,,desconocido,254710
5599,87.0,,3,1,5,1012.0,2655,0,0,1973.0,1,1,0,,este,231000
5600,124.0,107.0,5,2,-1,,3944,1,0,1945.0,1,0,0,,este,489000
5601,102.0,95.0,3,2,7,1405.0,3775,0,0,1977.0,1,1,0,,oeste,385000
5602,110.0,,3,2,5,1781.0,5000,0,0,1996.0,1,1,0,,este,550000
5603,147.0,136.0,6,2,4,,4456,0,0,,1,1,0,,este,655000
5604,163.0,124.0,4,3,5,2479.0,5515,1,0,,1,1,1,0.0,sur,899000
5605,101.0,,4,2,4,1038.0,2376,0,0,1993.0,1,1,1,0.0,sur,240000
5606,98.0,68.0,3,2,3,1146.0,2847,0,0,1999.0,1,1,1,0.0,norte,279000
5607,256.0,,5,5,7,0.0,5664,0,0,,1,1,0,,desconocido,1450000
5608,55.0,,1,1,9,829.0,3160,0,1,,1,1,0,,desconocido,173800
5609,200.0,,5,2,6,,6000,1,0,,1,1,0,,sur,1200000
5610,53.0,40.0,2,1,1,809.0,3170,0,0,,0,1,0,,este,168000
5611,47.0,33.0,1,1,7,1204.0,6419,0,0,2007.0,1,1,1,0.0,desconocido,301700
5612,159.0,,2,3,1,2017.0,7421,0,0,2016.0,1,1,1,0.0,desconocido,1180000
5613,110.0,,4,2,3,,2545,0,0,,1,1,1,0.0,desconocido,280000
5614,152.0,,4,3,8,2012.0,4276,0,0,,1,1,1,0.0,sur,650000
5615,67.0,,1,1,2,1275.0,4925,0,0,1973.0,1,1,1,0.0,oeste,330000
5616,65.0,,3,1,4,561.0,1615,0,0,,0,1,0,,desconocido,105000
5617,224.0,,5,3,3,2115.0,3103,1,0,,1,1,1,0.0,sur,695000
5618,72.0,,2,2,-1,881.0,2625,0,0,2004.0,1,1,0,,sur,189000
5619,122.0,109.0,3,2,4,1633.0,3975,0,0,1940.0,1,1,0,,desconocido,485000
5620,256.0,,4,3,6,1059.0,5078,0,0,,1,1,0,,este,1300000
5621,90.0,,2,2,2,,6522,1,0,,1,1,0,,oeste,587000
5622,211.0,,4,3,4,,4716,1,0,,1,1,1,0.0,desconocido,995000
5623,53.0,,2,1,3,948.0,3962,0,0,1930.0,1,1,0,,este,210000
5624,65.0,62.0,2,1,8,646.0,1923,0,0,1972.0,1,1,0,,norte,125000
5625,52.0,,2,1,-1,933.0,3942,1,0,,1,0,0,,desconocido,205000
5626,107.0,98.0,3,2,1,1108.0,2477,1,0,1960.0,1,1,0,,desconocido,265000
5627,130.0,,3,2,1,1943.0,4769,0,0,2006.0,1,1,1,0.0,este,620000
5628,111.0,,3,2,1,1885.0,5360,0,0,,1,1,1,0.0,norte,595000
5629,142.0,,4,3,3,2417.0,5986,0,0,,1,1,0,,oeste,850000
5630,146.0,,3,2,3,,8219,0,0,2003.0,1,1,1,0.0,sur,1200000
5631,182.0,,4,3,5,2378.0,4533,0,0,,1,0,0,,desconocido,825000
5632,67.0,59.0,1,1,2,979.0,3284,0,0,,1,1,1,18000.0,este,220000
5633,54.0,,3,1,2,728.0,2704,0,0,,0,1,0,,desconocido,146000
5634,79.0,,4,2,4,682.0,1697,1,0,1970.0,0,1,0,,desconocido,134100
5635,82.0,77.0,3,1,2,1262.0,3962,1,0,1945.0,1,1,0,,desconocido,324900
5636,63.0,,2,1,3,964.0,3413,0,0,,0,0,0,,desconocido,215000
5637,294.0,,4,4,6,0.0,6241,0,0,,1,1,1,0.0,este,1835000
5638,78.0,,2,1,1,840.0,2269,0,1,,1,1,0,,desconocido,177000
5639,50.0,40.0,2,1,-1,646.0,2500,0,0,1915.0,0,1,0,,desconocido,125000
5640,141.0,113.0,3,2,2,1735.0,3759,0,0,1986.0,1,1,1,0.0,este,530000
5641,70.0,,2,1,3,725.0,2071,0,0,,0,1,0,,desconocido,145000
5642,70.0,,1,1,4,,5214,0,0,,1,1,1,0.0,sur,365000
5643,91.0,,2,2,3,,2354,0,1,,1,1,1,0.0,desconocido,214241
5644,95.0,90.0,3,2,2,,3989,1,0,1980.0,1,1,0,,este,379000
5645,62.0,56.0,3,1,1,,2095,1,0,,0,1,0,,desconocido,129900
5646,142.0,,3,2,3,,4859,0,0,1952.0,1,0,0,,este,690000
5647,82.0,,2,1,2,1370.0,4512,0,0,,1,0,0,,desconocido,370000
5648,137.0,,3,2,6,2070.0,4927,0,1,,1,1,0,,desconocido,675000
5649,60.0,,2,1,2,715.0,2375,0,0,,0,1,0,,desconocido,142500
5650,160.0,130.0,4,2,6,1897.0,3750,1,0,,1,1,1,0.0,este,600000
5651,400.0,250.0,5,5,2,0.0,4475,1,0,,1,1,1,0.0,desconocido,1790000
5652,54.0,45.0,2,1,4,561.0,1944,0,0,1966.0,0,1,0,,este,105000
5653,45.0,,1,1,-1,,3600,0,0,2019.0,1,1,0,,desconocido,162000
5654,76.0,,2,1,3,1038.0,3158,0,0,2019.0,1,1,0,,desconocido,240000
5655,130.0,,3,2,-1,1770.0,4192,0,0,,1,1,1,0.0,este,545000
5656,89.0,,2,2,-1,994.0,2528,0,0,2006.0,1,1,1,0.0,desconocido,224999
5657,140.0,136.0,4,2,5,1920.0,4357,0,0,1972.0,1,1,0,,este,610000
5658,90.0,85.0,2,1,2,1323.0,3889,0,0,,1,1,1,0.0,desconocido,350000
5659,86.0,65.0,1,2,7,1873.0,6860,0,0,,1,1,1,0.0,oeste,590000
5660,51.0,43.0,2,1,4,744.0,2941,0,0,,1,1,0,,desconocido,150000
5661,78.0,,3,2,3,1250.0,4103,1,0,,1,1,0,,oeste,320000
5662,123.0,,6,2,3,1978.0,5163,1,0,,1,1,0,,desconocido,635000
5663,65.0,,2,1,2,725.0,2231,0,0,,0,0,0,,sur,145000
5664,170.0,,3,3,3,2475.0,5265,0,0,,1,1,1,0.0,oeste,895000
5665,73.0,52.0,1,1,2,,2397,0,0,2009.0,1,1,1,0.0,desconocido,175000
5666,99.0,,2,2,-1,1770.0,5505,0,0,2006.0,1,1,1,0.0,sur,545000
5667,136.0,,3,2,6,2295.0,5735,0,1,,1,1,0,,desconocido,780000
5668,195.0,166.0,4,2,4,2108.0,3549,0,0,1957.0,1,1,0,,este,692000
5669,139.0,,3,2,3,,3863,0,1,,1,1,1,0.0,desconocido,537000
5670,61.0,,2,1,4,,5410,0,0,,1,0,0,,sur,330000
5671,189.0,174.0,1,2,1,2266.0,5952,0,0,1920.0,1,1,0,,desconocido,1125000
5672,64.0,,2,1,1,744.0,2344,0,0,2000.0,1,1,1,0.0,desconocido,149999
5673,60.0,55.0,2,1,4,1094.0,4333,0,0,,1,1,0,,sur,260000
5674,50.0,45.0,1,1,4,1405.0,7700,1,0,,1,1,1,0.0,norte,385000
5675,129.0,107.0,3,1,-1,,3682,1,0,1963.0,1,0,0,,desconocido,475000
5676,126.0,,3,1,2,1644.0,3889,0,0,1900.0,0,1,0,,sur,490000
5677,105.0,,3,2,4,1451.0,3857,1,0,,1,1,0,,este,405000
5678,179.0,,4,3,1,1966.0,3520,0,0,1900.0,0,1,0,,este,630000
5679,93.0,70.0,2,2,7,1004.0,2455,0,1,,1,1,0,,desconocido,228273
5680,60.0,54.0,1,1,2,1238.0,5250,0,0,1974.0,1,0,0,,este,315000
5681,77.0,68.0,1,1,3,,6429,0,0,1900.0,1,1,0,,sur,495000
5682,74.0,,3,1,2,1393.0,5135,0,0,,1,0,1,0.0,desconocido,380000
5683,281.0,270.0,6,4,4,0.0,5142,0,0,,1,1,0,,sur,1445000
5684,82.0,63.0,2,1,2,762.0,1890,0,0,1988.0,1,1,0,,desconocido,155000
5685,90.0,80.0,2,2,7,,4422,0,0,,1,1,0,,este,398000
5686,55.0,50.0,3,1,6,,1982,1,0,1969.0,0,1,0,,sur,109000
5687,160.0,,4,2,-1,,3719,0,0,,1,1,1,0.0,este,595000
5688,44.0,,1,1,2,732.0,3341,0,0,,0,1,0,,desconocido,147000
5689,290.0,280.0,5,3,1,0.0,7034,0,0,,1,1,1,0.0,este,2040000
5690,30.0,,1,1,-1,,2833,0,0,1960.0,0,0,0,,desconocido,85000
5691,219.0,,5,4,1,0.0,8904,0,0,,1,1,1,0.0,este,1950000
5692,105.0,,3,2,1,1163.0,2719,0,0,,1,0,1,0.0,norte,285500
5693,91.0,,2,2,3,996.0,2479,0,1,,1,1,1,0.0,desconocido,225602
5694,274.0,,4,3,1,2416.0,3099,1,0,1978.0,1,1,1,0.0,sur,849000
5695,215.0,,5,2,5,2417.0,3953,1,0,,1,1,0,,este,850000
5696,55.0,50.0,2,1,1,740.0,2709,0,0,,1,1,0,,desconocido,149000
5697,27.0,,2,1,-1,740.0,5519,1,0,1900.0,0,0,0,,desconocido,149000
5698,400.0,370.0,6,5,4,0.0,3588,0,0,,1,1,0,,este,1435000
5699,43.0,,2,2,5,1262.0,7558,0,0,,1,0,0,,desconocido,325000
5700,152.0,,3,2,3,2295.0,5132,1,0,1936.0,1,1,0,,oeste,780000
5701,60.0,,2,1,8,1467.0,6867,0,0,,1,1,0,,oeste,412000
5702,278.0,,4,4,1,0.0,5216,0,0,2006.0,1,1,1,0.0,desconocido,1450000
5703,76.0,,3,1,5,933.0,2697,0,0,,1,1,0,,sur,205000
5704,106.0,,4,2,1,1416.0,3679,0,0,1962.0,1,1,0,,este,390000
5705,140.0,,3,2,1,1850.0,4143,1,0,1981.0,1,1,1,0.0,desconocido,580000
5706,67.0,,2,2,1,1781.0,8209,0,0,,1,1,0,,oeste,550000
5707,49.0,48.0,2,1,-1,547.0,2076,1,0,,0,1,0,,desconocido,101700
5708,66.0,61.0,2,1,3,1024.0,3561,0,0,1970.0,0,1,0,,este,235000
5709,87.0,,2,2,1,1712.0,5977,0,0,,1,1,0,,desconocido,520000
5710,95.0,,4,2,3,1428.0,4158,0,0,,1,0,0,,desconocido,395000
5711,205.0,,4,4,4,2517.0,4732,0,0,1960.0,1,1,0,,sur,970000
5712,120.0,,2,2,2,1920.0,5083,0,0,,1,1,0,,desconocido,610000
5713,117.0,90.0,2,2,1,,3846,0,0,2007.0,1,1,1,0.0,este,450000
5714,146.0,,3,2,1,2121.0,4781,0,1,,1,1,1,0.0,este,698000
5715,96.0,,3,2,8,1323.0,3646,0,0,,1,1,0,,desconocido,350000
5716,55.0,47.0,2,1,1,762.0,2816,0,0,1965.0,0,1,0,,desconocido,154900
5717,138.0,111.0,4,3,1,2058.0,4855,1,0,,1,1,1,0.0,oeste,670000
5718,120.0,117.0,4,2,2,979.0,1833,0,0,1970.0,0,1,0,,desconocido,220000
5719,55.0,,1,1,1,1323.0,6364,0,0,1900.0,0,1,0,,oeste,350000
5720,200.0,,4,3,2,0.0,7500,0,0,,1,1,1,0.0,sur,1500000
5721,90.0,80.0,2,2,3,1388.0,4200,0,0,,1,1,0,,sur,378000
5722,65.0,,3,1,1,512.0,1446,0,0,,0,1,0,,este,94000
5723,132.0,,2,2,-1,,795,1,0,1970.0,1,1,0,,este,105000
5724,112.0,,4,2,1,1238.0,2812,0,0,1985.0,1,1,0,,este,315000
5725,115.0,,3,2,3,1032.0,2070,0,1,,1,1,1,0.0,sur,238000
5726,65.0,,2,1,2,948.0,3231,0,0,,0,1,0,,este,210000
5727,132.0,,3,3,1,2507.0,7606,0,1,,1,1,0,,desconocido,1004000
5728,106.0,,2,2,1,2213.0,6981,0,1,,1,1,1,0.0,desconocido,740000
5729,75.0,65.0,2,2,1,1311.0,4600,0,0,2002.0,1,1,1,0.0,desconocido,345000
5730,52.0,,2,1,-1,758.0,2962,0,0,,1,0,0,,este,154000
5731,97.0,90.0,2,2,1,1382.0,3866,0,0,1953.0,1,1,0,,sur,375000
5732,80.0,74.0,3,1,4,702.0,1738,1,0,1980.0,0,1,0,,este,139000
5733,128.0,,3,2,-1,2440.0,8281,0,1,,1,1,1,0.0,desconocido,1060000
5734,53.0,48.0,3,1,1,,3679,1,0,1930.0,1,1,0,,este,195000
5735,55.0,43.0,2,1,2,816.0,3089,0,0,,0,1,0,,desconocido,169900
5736,145.0,107.0,4,2,1,1839.0,3966,0,0,1999.0,1,1,1,0.0,sur,575000
5737,97.0,65.0,2,1,4,,3804,1,0,1965.0,1,1,1,20000.0,este,369000
5738,56.0,,3,1,5,539.0,1786,0,0,,0,1,0,,este,100000
5739,113.0,,3,2,4,1551.0,3973,0,0,1981.0,1,1,0,,oeste,449000
5740,89.0,80.0,2,2,2,1839.0,6461,0,0,2015.0,1,1,1,0.0,sur,575000
5741,142.0,120.0,2,2,1,2265.0,5387,0,0,,1,1,0,,este,765000
5742,83.0,,4,2,2,1287.0,4036,1,0,1900.0,1,0,0,,desconocido,335000
5743,60.0,57.0,3,1,1,452.0,1350,1,0,1965.0,0,1,0,,desconocido,81000
5744,57.0,55.0,3,1,5,521.0,1684,0,0,1965.0,0,1,0,,desconocido,96000
5745,106.0,76.0,2,2,8,1701.0,4858,0,0,,1,1,1,0.0,oeste,515000
5746,132.0,,4,2,5,,4924,1,0,1956.0,1,1,0,,norte,650000
5747,120.0,110.0,4,2,-1,,3082,0,0,1990.0,1,1,1,0.0,sur,369900
5748,75.0,70.0,3,1,1,780.0,2133,0,0,,1,1,0,,desconocido,160000
5749,119.0,,3,2,9,1161.0,2395,0,0,,1,1,1,0.0,desconocido,285000
5750,84.0,78.0,2,1,6,,4762,0,0,,1,0,0,,este,400000
5751,108.0,,2,2,1,1296.0,3139,0,0,,1,1,1,11000.0,norte,339000
5752,60.0,,3,1,4,864.0,3067,0,0,1960.0,0,1,0,,desconocido,184000
5753,140.0,87.0,3,2,2,1667.0,3571,0,0,,1,1,1,0.0,oeste,500000
5754,100.0,,3,2,1,933.0,2050,0,1,,1,1,1,0.0,desconocido,205000
5755,128.0,,4,2,2,1182.0,2289,0,1,,1,1,1,0.0,desconocido,293000
5756,142.0,,5,2,4,1850.0,4085,1,0,1961.0,1,1,1,27000.0,sur,580000
5757,101.0,,2,2,7,1536.0,12376,0,0,,1,1,0,,desconocido,1250000
5758,95.0,85.0,3,1,3,884.0,2000,0,0,1990.0,1,1,0,,norte,190000
5759,81.0,,3,1,3,,1963,0,0,,1,1,0,,desconocido,159000
5760,312.0,,4,5,2,0.0,8013,0,0,,1,1,0,,oeste,2500000
5761,197.0,184.0,4,4,6,0.0,8122,0,0,1971.0,1,1,1,0.0,norte,1600000
5762,70.0,,2,1,3,,4857,0,0,,1,1,0,,sur,340000
5763,78.0,,3,1,1,868.0,2372,1,0,1979.0,1,1,0,,desconocido,185000
5764,138.0,,4,2,4,1920.0,4420,1,0,,1,1,1,40000.0,este,610000
5765,80.0,70.0,2,2,-1,1382.0,4688,0,0,,1,0,0,,sur,375000
5766,120.0,110.0,3,2,1,798.0,1374,0,0,1989.0,0,1,1,0.0,sur,164900
5767,170.0,150.0,3,2,1,,5647,0,0,1945.0,1,1,0,,sur,960000
5768,48.0,,1,1,1,979.0,4583,0,1,,1,1,0,,desconocido,220000
5769,123.0,87.0,3,2,3,2259.0,6195,0,1,,1,1,1,0.0,desconocido,762000
5770,55.0,,1,1,2,1067.0,4545,0,1,,1,1,0,,desconocido,250000
5771,100.0,,4,2,-1,,1900,1,0,,1,0,0,,desconocido,190000
5772,160.0,,3,3,3,1059.0,8125,0,0,,1,1,1,0.0,sur,1300000
5773,102.0,95.0,4,1,1,979.0,2157,0,0,,1,1,1,0.0,oeste,220000
5774,76.0,65.0,2,1,3,,3421,1,0,1962.0,1,0,0,,desconocido,260000
5775,218.0,195.0,3,2,1,,10092,0,0,1930.0,1,1,1,0.0,sur,2200000
5776,84.0,,3,1,2,1238.0,3750,1,0,,1,1,0,,sur,315000
5777,117.0,,3,2,2,2005.0,5530,0,1,,1,1,1,0.0,desconocido,647000
5778,155.0,,3,2,2,2514.0,6129,0,0,,1,1,0,,este,950000
5779,55.0,50.0,2,1,3,524.0,1756,1,0,1959.0,0,1,0,,desconocido,96600
5780,73.0,65.0,3,1,4,,3548,0,0,1968.0,1,1,1,0.0,desconocido,259000
5781,128.0,,3,2,1,1885.0,4648,0,0,,1,1,0,,este,595000
5782,96.0,,3,1,2,1519.0,4531,0,0,1910.0,1,1,0,,sur,435000
5783,70.0,,3,1,1,769.0,2243,0,0,,0,1,0,,desconocido,157000
5784,70.0,68.0,3,1,2,494.0,1286,0,0,,0,1,0,,sur,90000
5785,67.0,51.0,2,2,1,1781.0,8209,0,0,,1,1,0,,desconocido,550000
5786,105.0,81.0,2,2,3,1485.0,4000,0,0,,1,1,1,0.0,desconocido,420000
5787,337.0,,5,3,2,0.0,4125,0,0,,1,1,0,,este,1390000
5788,150.0,,5,3,4,,5267,1,0,,1,1,1,0.0,este,790000
5789,142.0,,3,2,1,1800.0,3930,0,0,,1,1,1,0.0,desconocido,558000
5790,92.0,,4,1,2,1346.0,3913,0,0,,0,1,0,,desconocido,360000
5791,94.0,82.0,3,1,3,725.0,1543,0,0,,0,1,0,,desconocido,145000
5792,58.0,,2,1,3,743.0,2584,0,0,,0,1,0,,desconocido,149900
5793,150.0,137.0,4,3,2,,3967,1,0,1963.0,1,1,1,0.0,este,595000
5794,40.0,,1,1,-1,378.0,1650,1,0,,0,1,0,,desconocido,66000
5795,33.0,,1,1,-1,625.0,3636,1,0,,1,0,0,,desconocido,120000
5796,125.0,76.0,3,2,1,,1680,0,0,,1,1,1,0.0,este,210000
5797,109.0,,3,2,2,1984.0,5852,0,0,1952.0,0,1,0,,este,637912
5798,112.0,80.0,3,2,3,,2580,0,0,2013.0,1,1,1,0.0,sur,289000
5799,56.0,45.0,1,1,1,758.0,2750,0,0,2009.0,1,1,0,,norte,154000
5800,110.0,,3,2,2,1496.0,3864,0,0,1991.0,1,1,1,0.0,oeste,425000
5801,222.0,160.0,3,4,2,,5405,0,0,1905.0,1,1,0,,sur,1200000
5802,69.0,67.0,4,1,3,,1245,0,0,,0,1,0,,desconocido,85900
5803,95.0,71.0,2,2,1,1081.0,2684,0,0,2005.0,1,1,1,0.0,sur,255000
5804,72.0,,2,1,2,1323.0,4861,1,0,1900.0,1,1,0,,sur,350000
5805,70.0,,3,1,3,,2500,1,0,,0,1,0,,desconocido,175000
5806,80.0,70.0,3,1,2,1061.0,3099,0,0,1975.0,0,1,1,15000.0,este,247900
5807,44.0,,1,1,2,,9545,0,1,,1,1,0,,desconocido,420000
5808,96.0,,3,2,1,1029.0,2469,0,1,,1,1,1,0.0,desconocido,237000
5809,145.0,,3,2,6,1897.0,4138,0,0,,1,1,0,,oeste,599990
5810,130.0,,3,2,1,1598.0,3615,0,0,1974.0,1,0,0,,oeste,470000
5811,88.0,87.0,3,2,2,,2500,0,0,1989.0,1,0,0,,desconocido,220000
5812,135.0,100.0,2,1,1,1250.0,2370,0,0,1994.0,1,1,1,0.0,este,320000
5813,40.0,,1,1,-1,512.0,2350,0,0,1960.0,0,1,0,,este,94000
5814,105.0,,4,2,5,1931.0,5857,1,0,1925.0,1,1,0,,norte,615000
5815,81.0,,3,2,2,1172.0,3568,0,0,,1,1,0,,desconocido,289000
5816,60.0,,2,1,1,1094.0,4333,0,0,1976.0,0,1,0,,sur,260000
5817,262.0,,8,3,-1,,2672,0,0,,1,1,1,0.0,este,700000
5818,90.0,80.0,3,2,1,,4000,0,0,1986.0,1,1,1,0.0,este,360000
5819,120.0,115.0,3,2,3,1736.0,4419,0,0,,1,1,1,0.0,desconocido,530250
5820,186.0,,4,2,1,2047.0,3575,1,0,1961.0,1,1,0,,sur,665000
5821,398.0,,4,4,5,0.0,6997,0,0,,1,1,1,0.0,este,2785000
5822,45.0,,1,1,3,,6444,0,0,2005.0,1,1,1,0.0,desconocido,290000
5823,330.0,,5,4,4,0.0,5606,1,0,,1,1,0,,este,1850000
5824,105.0,90.0,3,2,4,1287.0,3190,0,0,,1,1,1,0.0,desconocido,335000
5825,78.0,,3,1,4,,1782,0,0,1968.0,0,1,0,,desconocido,139000
5826,61.0,60.0,2,1,4,642.0,2033,0,0,,0,1,0,,desconocido,124000
5827,63.0,,3,1,5,621.0,1889,0,0,,0,1,0,,desconocido,119000
5828,56.0,,3,1,-1,692.0,2439,1,0,1968.0,0,1,0,,desconocido,136570
5829,46.0,45.0,2,1,4,600.0,2478,0,0,,0,1,0,,sur,114000
5830,90.0,72.0,3,2,7,1092.0,2878,1,0,1965.0,1,1,0,,desconocido,259000
5831,120.0,,3,2,2,,4408,0,0,2003.0,1,1,1,0.0,este,529000
5832,67.0,,1,1,2,1299.0,5075,0,0,,1,0,0,,oeste,340000
5833,65.0,60.0,2,1,1,579.0,1677,0,0,1965.0,0,0,0,,desconocido,109000
5834,65.0,,3,1,4,851.0,2769,0,0,1960.0,1,1,0,,sur,180000
5835,254.0,,4,4,4,2324.0,3130,0,0,,1,1,1,0.0,sur,795000
5836,238.0,,4,2,1,0.0,6660,0,1,,1,1,1,0.0,desconocido,1585000
5837,76.0,65.0,3,1,2,762.0,2039,0,0,1968.0,0,1,0,,este,155000
5838,130.0,13.0,4,2,2,2445.0,6692,1,0,,1,1,0,,desconocido,870000
5839,144.0,126.0,3,3,1,2275.0,5347,0,0,2000.0,1,1,1,0.0,este,770000
5840,107.0,,3,1,3,1393.0,3551,0,0,1966.0,1,0,0,,desconocido,380000
5841,104.0,88.0,4,2,1,,5000,0,0,,1,1,0,,norte,520000
5842,56.0,,2,1,5,1346.0,6429,0,0,,1,0,0,,sur,360000
5843,58.0,,2,1,3,662.0,2224,0,0,,0,1,0,,desconocido,129000
5844,55.0,40.0,2,1,1,891.0,3491,0,0,,0,1,0,,desconocido,192000
5845,120.0,96.0,4,2,4,,1792,0,0,1987.0,1,0,0,,desconocido,215000
5846,201.0,180.0,4,2,4,2429.0,4269,1,0,,1,1,0,,este,858000
5847,270.0,,4,3,2,2480.0,3333,0,0,,1,1,0,,oeste,900000
5848,324.0,197.0,6,3,2,2514.0,3056,0,0,1966.0,1,1,1,0.0,este,990000
5849,140.0,,3,2,2,2203.0,5250,0,0,2019.0,1,1,1,0.0,sur,735000
5850,160.0,,5,2,1,,3719,1,0,,0,1,0,,desconocido,595000
5851,59.0,47.0,3,1,2,494.0,1525,1,0,,0,1,0,,desconocido,90000
5852,85.0,,2,1,-1,1119.0,3165,0,0,1900.0,0,1,0,,desconocido,269000
5853,93.0,87.0,3,2,3,1571.0,4925,0,0,2003.0,1,1,1,0.0,oeste,458000
5854,127.0,,3,2,2,1311.0,2717,0,0,,1,1,1,0.0,este,345000
5855,305.0,284.0,5,4,1,452.0,4426,0,0,1975.0,1,1,1,0.0,sur,1350000
5856,102.0,,3,2,3,1052.0,2402,0,0,1989.0,1,1,1,0.0,desconocido,244999
5857,212.0,,4,3,4,2324.0,3750,0,0,1965.0,1,1,1,0.0,sur,795000
5858,99.0,94.0,4,1,1,,4242,0,0,1969.0,1,1,1,0.0,sur,420000
5859,75.0,60.0,3,1,3,,2267,1,0,1969.0,1,1,0,,este,170000
5860,142.0,135.0,4,2,4,2012.0,4577,0,0,,1,1,0,,sur,650000
5861,115.0,,2,2,2,1655.0,4304,0,0,2005.0,1,1,1,0.0,este,495000
5862,72.0,50.0,2,1,1,850.0,2499,0,0,2010.0,1,1,1,0.0,este,179900
5863,84.0,75.0,3,1,2,1275.0,3929,0,0,,1,1,0,,este,330000
5864,114.0,,4,2,2,1485.0,3684,0,0,1960.0,1,1,0,,este,420000
5865,69.0,56.0,2,2,1,1026.0,3417,0,0,2020.0,1,1,0,,este,235756
5866,81.0,,1,1,1,2234.0,9259,0,0,2005.0,1,1,0,,este,750000
5867,130.0,,2,3,5,,6346,0,0,1978.0,1,1,1,45000.0,sur,825000
5868,122.0,,3,2,1,1816.0,4631,0,0,2016.0,1,1,0,,oeste,565000
5869,212.0,,3,3,-1,1931.0,5637,0,0,,1,1,1,0.0,desconocido,1195000
5870,63.0,,3,1,1,557.0,1651,0,0,1965.0,0,1,0,,desconocido,104000
5871,31.0,,1,1,5,311.0,1710,0,0,1965.0,0,1,0,,este,53000
5872,76.0,,2,1,1,1172.0,3803,0,0,,0,1,0,,desconocido,289000
5873,251.0,150.0,4,3,3,2347.0,4382,0,0,1974.0,1,1,1,0.0,este,1100000
5874,157.0,,4,2,9,1885.0,3790,0,0,1983.0,1,1,0,,sur,595000
5875,53.0,,1,1,-1,,3394,0,0,,1,1,0,,este,179900
5876,94.0,,2,2,1,1621.0,5106,0,1,,1,1,0,,desconocido,480000
5877,107.0,,2,1,2,1850.0,5421,1,0,,1,1,0,,este,580000
5878,88.0,68.0,3,1,2,604.0,1307,1,0,,0,1,0,,desconocido,115000
5879,127.0,,3,2,2,,2717,0,0,,1,1,1,0.0,este,345000
